                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.54508,                0.92954,                 1.0783,                0.97614,                0.95298,                0.99381,                0.85665,                0.46282,                 2.0908,                 0.9905,               0.000689,               0.000689,               0.000689
                     37,                0.58133,                0.94742,                 1.0941,                0.97978,                0.93058,                0.99179,                0.88616,                0.45269,                 2.1893,                0.99453,              0.0006725,              0.0006725,              0.0006725
                     38,                0.51212,                 0.9903,                 1.0347,                0.94863,                0.96982,                0.99446,                0.89469,                0.43135,                   2.17,                0.99519,               0.000656,               0.000656,               0.000656
                     39,                0.53077,                0.92971,                 1.0635,                0.98969,                0.99791,                  0.995,                0.93175,                0.39922,                 2.0617,                0.94863,              0.0006395,              0.0006395,              0.0006395
                     40,                0.50908,                0.92501,                 1.0372,                 0.9852,                      1,                  0.995,                 0.8951,                0.41677,                 1.8104,                0.96499,               0.000623,               0.000623,               0.000623
                     41,                0.49232,                0.92695,                 1.0444,                0.98564,                0.97306,                0.99381,                0.89666,                0.40954,                 1.7755,                0.96023,              0.0006065,              0.0006065,              0.0006065
                     42,                 0.4983,                0.85294,                 1.0549,                0.99408,                0.99872,                  0.995,                0.93821,                0.35273,                 2.0876,                0.90137,                0.00059,                0.00059,                0.00059
                     43,                0.47916,                0.85886,                 1.0241,                0.99441,                0.99482,                  0.995,                0.92858,                0.35761,                 2.0654,                0.89312,              0.0005735,              0.0005735,              0.0005735
                     44,                0.54733,                0.88457,                 1.0888,                0.98638,                0.97262,                  0.995,                0.93455,                0.40667,                 2.2251,                0.93145,               0.000557,               0.000557,               0.000557
                     45,                0.49903,                0.87926,                 1.0611,                0.97902,                      1,                  0.995,                0.94347,                0.34722,                 2.0008,                0.90201,              0.0005405,              0.0005405,              0.0005405
                     46,                0.49219,                 0.8756,                 1.0308,                0.96074,                0.95927,                0.99446,                 0.9343,                0.36165,                  1.942,                0.92496,               0.000524,               0.000524,               0.000524
                     47,                0.50871,                0.78456,                 1.0372,                0.96245,                0.95149,                  0.995,                0.94102,                0.32915,                 2.0605,                0.88115,              0.0005075,              0.0005075,              0.0005075
                     48,                0.47969,                0.87403,                 1.0219,                0.98264,                0.98387,                  0.995,                0.95586,                0.32924,                 2.0229,                0.90474,               0.000491,               0.000491,               0.000491
                     49,                0.48816,                0.83305,                 1.0519,                0.98442,                      1,                  0.995,                0.94229,                0.33397,                 1.9597,                0.88411,              0.0004745,              0.0004745,              0.0004745
                     50,                 0.4751,                0.85867,                 1.0142,                0.98718,                      1,                  0.995,                0.97206,                 0.3278,                 1.8533,                0.87738,               0.000458,               0.000458,               0.000458
                     51,                0.44779,                0.79055,                 1.0196,                0.98554,                      1,                  0.995,                0.95791,                0.29669,                 1.8321,                0.87047,              0.0004415,              0.0004415,              0.0004415
                     52,                 0.4388,                0.82495,                  1.009,                0.98297,                      1,                  0.995,                0.96084,                0.28907,                 1.8301,                0.85373,               0.000425,               0.000425,               0.000425
                     53,                0.44739,                0.80287,                  1.016,                0.94515,                  0.975,                0.98851,                0.94756,                0.27717,                 1.8728,                0.84205,              0.0004085,              0.0004085,              0.0004085
                     54,                0.42299,                0.78375,                0.99133,                0.97759,                0.99588,                0.99304,                 0.9554,                0.31824,                 1.9332,                0.87622,               0.000392,               0.000392,               0.000392
                     55,                0.43715,                0.75902,                0.98563,                0.98943,                      1,                  0.995,                0.98141,                0.28641,                 1.9971,                0.85066,              0.0003755,              0.0003755,              0.0003755
                     56,                0.42869,                0.78991,                0.99538,                0.98796,                      1,                  0.995,                  0.947,                0.27216,                 2.0221,                0.85267,               0.000359,               0.000359,               0.000359
                     57,                0.42398,                0.80341,                 1.0131,                0.99212,                      1,                  0.995,                0.97724,                 0.2827,                  2.001,                0.85778,              0.0003425,              0.0003425,              0.0003425
                     58,                0.40168,                 0.7448,                0.98324,                0.96901,                      1,                  0.995,                0.97196,                0.26689,                 1.9073,                0.85493,               0.000326,               0.000326,               0.000326
                     59,                0.38505,                0.82516,                0.97745,                0.97827,                      1,                  0.995,                0.97169,                0.26795,                 1.9294,                0.85592,              0.0003095,              0.0003095,              0.0003095
                     60,                0.39967,                 0.7881,                0.98645,                0.98412,                      1,                  0.995,                0.97474,                0.27591,                 1.8678,                0.86025,               0.000293,               0.000293,               0.000293
                     61,                0.38933,                0.75537,                0.97815,                0.98276,                      1,                  0.995,                0.97204,                0.26324,                 1.8707,                0.84854,              0.0002765,              0.0002765,              0.0002765
                     62,                0.39963,                0.78193,                0.97371,                0.97724,                      1,                  0.995,                0.97497,                0.25507,                  1.935,                0.84367,                0.00026,                0.00026,                0.00026
                     63,                0.37741,                0.72713,                0.96766,                0.97705,                      1,                  0.995,                0.98518,                0.25069,                 2.0753,                0.84277,              0.0002435,              0.0002435,              0.0002435
                     64,                0.37599,                0.75744,                 0.9674,                0.98203,                      1,                  0.995,                0.98562,                0.24263,                 2.0962,                0.83456,               0.000227,               0.000227,               0.000227
                     65,                 0.3508,                0.71478,                 0.9527,                 0.9808,                      1,                  0.995,                0.98498,                0.23174,                 2.0365,                0.82141,              0.0002105,              0.0002105,              0.0002105
                     66,                0.27092,                0.71831,                0.88632,                0.98211,                      1,                  0.995,                0.98065,                0.23861,                 1.9454,                0.82137,               0.000194,               0.000194,               0.000194
                     67,                0.28028,                0.71164,                0.89006,                0.98326,                      1,                  0.995,                0.98481,                 0.2202,                 2.0023,                0.81144,              0.0001775,              0.0001775,              0.0001775
                     68,                0.30348,                0.78361,                0.89209,                0.98145,                      1,                  0.995,                0.98634,                 0.2091,                 2.0701,                0.80941,               0.000161,               0.000161,               0.000161
                     69,                0.23742,                0.64777,                0.86891,                0.98081,                      1,                  0.995,                0.98745,                0.20919,                 2.1083,                0.81119,              0.0001445,              0.0001445,              0.0001445
                     70,                0.23848,                0.64904,                0.85993,                0.98069,                      1,                  0.995,                0.98298,                0.20937,                 2.1037,                0.80929,               0.000128,               0.000128,               0.000128
                     71,                0.22074,                0.64689,                0.84603,                0.98798,                0.99648,                  0.995,                0.98278,                0.20723,                 2.1385,                0.80501,              0.0001115,              0.0001115,              0.0001115
                     72,                0.22537,                0.64642,                0.85995,                0.98586,                      1,                  0.995,                0.98483,                0.19755,                 2.0984,                0.80209,                9.5e-05,                9.5e-05,                9.5e-05
                     73,                0.22268,                0.63893,                 0.8551,                0.98159,                      1,                  0.995,                0.98276,                0.19547,                 2.0396,                0.79874,               7.85e-05,               7.85e-05,               7.85e-05
                     74,                0.22439,                0.62638,                 0.8513,                0.98011,                      1,                  0.995,                0.98481,                0.19714,                 2.0038,                0.79818,                6.2e-05,                6.2e-05,                6.2e-05
                     75,                0.22761,                0.62015,                0.86423,                0.98026,                      1,                  0.995,                0.98461,                0.18962,                 2.0156,                0.79573,               4.55e-05,               4.55e-05,               4.55e-05
