                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.55158,                0.55745,                 1.0707,                0.97105,                      1,                  0.995,                 0.6965,                0.88008,                0.56322,                 1.2087,             0.00091885,             0.00091885,             0.00091885
                     37,                0.49708,                0.52249,                 1.0351,                0.97179,                      1,                  0.995,                 0.8955,                0.66644,                0.40028,                0.99222,             0.00089685,             0.00089685,             0.00089685
                     38,                0.52589,                0.53037,                 1.0487,                0.97345,                      1,                  0.995,                 0.6965,                0.96672,                0.64882,                 1.4242,             0.00087484,             0.00087484,             0.00087484
                     39,                0.49175,                0.53117,                 1.0417,                0.97343,                      1,                  0.995,                  0.995,                0.56311,                0.51761,                 1.0714,             0.00085284,             0.00085284,             0.00085284
                     40,                0.50928,                0.49626,                 1.0362,                0.97378,                      1,                  0.995,                 0.8955,                0.79867,                0.41553,                 1.1784,             0.00083083,             0.00083083,             0.00083083
                     41,                0.47877,                0.46944,                 1.0158,                0.97227,                      1,                  0.995,                 0.8955,                 0.4774,                0.36988,                 1.0712,             0.00080883,             0.00080883,             0.00080883
                     42,                0.50435,                0.50204,                 1.0386,                 0.9727,                      1,                  0.995,                 0.8955,                0.52321,                0.29293,                 1.0138,             0.00078682,             0.00078682,             0.00078682
                     43,                0.48662,                0.46472,                 1.0281,                0.97362,                      1,                  0.995,                  0.995,                0.36086,                0.27885,                0.80944,             0.00076482,             0.00076482,             0.00076482
                     44,                0.45806,                 0.4425,                 1.0037,                0.97357,                      1,                  0.995,                 0.8955,                0.52255,                0.39313,                0.92358,             0.00074282,             0.00074282,             0.00074282
                     45,                0.44683,                0.44396,                 1.0077,                 0.9712,                      1,                  0.995,                  0.796,                  0.983,                0.62897,                 1.4021,             0.00072081,             0.00072081,             0.00072081
                     46,                0.45461,                0.46913,                 1.0075,                0.97309,                      1,                  0.995,                 0.8955,                0.69499,                0.41304,                 1.0166,             0.00069881,             0.00069881,             0.00069881
                     47,                0.46495,                0.47357,                 1.0139,                0.97283,                      1,                  0.995,                 0.8955,                0.51826,                0.28951,                0.97801,              0.0006768,              0.0006768,              0.0006768
                     48,                0.42516,                0.42589,                0.98315,                0.97272,                      1,                  0.995,                 0.8955,                0.73569,                0.37387,                 1.1226,              0.0006548,              0.0006548,              0.0006548
                     49,                0.42706,                0.42265,                0.98326,                0.97315,                      1,                  0.995,                 0.8955,                 0.6225,                0.32356,                 1.1346,             0.00063279,             0.00063279,             0.00063279
                     50,                0.41608,                0.39869,                0.98465,                0.97302,                      1,                  0.995,                 0.8955,                0.54056,                0.30508,                0.93195,             0.00061079,             0.00061079,             0.00061079
                     51,                0.41842,                0.40584,                0.99599,                      1,                      1,                  0.995,                 0.8955,                0.42489,                0.24461,                0.85238,             0.00058878,             0.00058878,             0.00058878
                     52,                0.40515,                0.38547,                0.96263,                      1,                      1,                  0.995,                  0.995,                0.38648,                0.29127,                 0.8095,             0.00056678,             0.00056678,             0.00056678
                     53,                0.39225,                0.37398,                0.96611,                0.97259,                      1,                  0.995,                 0.8955,                0.55027,                  0.354,                0.95554,             0.00054478,             0.00054478,             0.00054478
                     54,                0.42593,                0.40437,                0.99224,                0.97282,                      1,                  0.995,                 0.8955,                0.59741,                0.43047,                 1.0161,             0.00052277,             0.00052277,             0.00052277
                     55,                0.38743,                0.37619,                0.95823,                0.97296,                      1,                  0.995,                  0.796,                0.76634,                0.48235,                 1.1732,             0.00050077,             0.00050077,             0.00050077
                     56,                0.42656,                0.38234,                0.99755,                0.97311,                      1,                  0.995,                  0.796,                0.73875,                0.43657,                 1.2493,             0.00047876,             0.00047876,             0.00047876
                     57,                0.39708,                0.37445,                0.97686,                      1,                      1,                  0.995,                 0.8955,                0.45744,                0.24158,                0.89924,             0.00045676,             0.00045676,             0.00045676
                     58,                0.38836,                0.34978,                0.98223,                0.97366,                      1,                  0.995,                  0.995,                0.50264,                0.29272,                0.89394,             0.00043475,             0.00043475,             0.00043475
                     59,                0.37824,                 0.3582,                0.95712,                0.97361,                      1,                  0.995,                  0.995,                0.43996,                0.30113,                0.85701,             0.00041275,             0.00041275,             0.00041275
                     60,                0.33986,                0.33717,                0.94994,                0.97326,                      1,                  0.995,                 0.8955,                0.48857,                0.23592,                0.89422,             0.00039074,             0.00039074,             0.00039074
                     61,                 0.3537,                0.35127,                0.95824,                0.97305,                      1,                  0.995,                 0.8955,                 0.5447,                0.28929,                 0.9773,             0.00036874,             0.00036874,             0.00036874
                     62,                0.34928,                0.33472,                0.94687,                      1,                      1,                  0.995,                 0.8955,                0.47251,                0.33925,                0.95387,             0.00034674,             0.00034674,             0.00034674
                     63,                0.36042,                0.34609,                0.96799,                      1,                      1,                  0.995,                 0.8955,                0.45274,                0.35897,                0.88951,             0.00032473,             0.00032473,             0.00032473
                     64,                0.34507,                0.33826,                 0.9449,                      1,                      1,                  0.995,                 0.8955,                0.46475,                0.32735,                0.87519,             0.00030273,             0.00030273,             0.00030273
                     65,                0.34208,                0.32732,                0.95408,                      1,                      1,                  0.995,                 0.8955,                0.50437,                0.34642,                0.96479,             0.00028072,             0.00028072,             0.00028072
                     66,                0.26313,                0.25671,                0.88124,                      1,                      1,                  0.995,                 0.8955,                0.51272,                 0.3862,                0.94526,             0.00025872,             0.00025872,             0.00025872
                     67,                0.24766,                0.26013,                0.86863,                      1,                      1,                  0.995,                 0.8955,                0.52694,                0.25949,                  1.002,             0.00023671,             0.00023671,             0.00023671
                     68,                0.24472,                 0.2507,                0.85223,                      1,                      1,                  0.995,                  0.995,                0.40953,                 0.2637,                0.88743,             0.00021471,             0.00021471,             0.00021471
                     69,                0.23703,                0.24196,                0.85037,                      1,                      1,                  0.995,                 0.8955,                0.46199,                 0.2316,                 0.9102,             0.00019271,             0.00019271,             0.00019271
                     70,                0.23676,                0.23966,                0.84156,                      1,                      1,                  0.995,                 0.8955,                 0.4937,                0.24308,                0.95057,              0.0001707,              0.0001707,              0.0001707
                     71,                 0.2223,                 0.2334,                0.86243,                      1,                      1,                  0.995,                 0.8955,                0.55484,                0.33065,                 1.0623,              0.0001487,              0.0001487,              0.0001487
                     72,                0.21999,                0.21958,                0.84849,                      1,                      1,                  0.995,                 0.8955,                 0.5824,                0.30522,                 1.1124,             0.00012669,             0.00012669,             0.00012669
                     73,                0.21613,                0.22306,                0.83624,                      1,                      1,                  0.995,                 0.8955,                0.58463,                0.27612,                 1.0989,             0.00010469,             0.00010469,             0.00010469
                     74,                0.21989,                0.22359,                0.85174,                      1,                      1,                  0.995,                 0.8955,                0.58087,                0.26717,                 1.0888,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     75,                0.19799,                0.21359,                0.82405,                      1,                      1,                  0.995,                 0.8955,                0.58409,                 0.2766,                  1.097,             6.0679e-05,             6.0679e-05,             6.0679e-05
